nctId,type,statement
NCT03444584,Exclusion,Significant hepatic disease (except for nonalcoholic steatohepatitis or nonalcoholic fatty liver disease without portal hypertension or cirrhosis) and/or participants with any of the following results at screening: Aspartate transaminase (AST) >= 3 × upper limit of normal (ULN) Alanine transaminase (ALT) >= 3 × ULN Total bilirubin (TBL) >= 2 × ULN
NCT00551538,Inclusion,"Have used: single or multiple OAMs for at least 3 months immediately prior to entering the study, including metformin, sulfonylurea, meglitinides (repaglinide, nateglinide), or alpha glucosidase inhibitors (acarbose, miglitol); or insulin (once or twice daily) for at least 3 months immediately prior to entering the study; or a combination of the above."
NCT06339086,Exclusion,"Laboratory tests meeting any of the following criteria at screening: Calcitonin ≥50ng/L (pg/mL); Blood amylase ≥3×ULN (upper limit of normal value); Blood lipase ≥3×ULN; Triglycerides ≥5.7mmol/L (500mg/dL); Alanine aminotransferase ≥3×ULN; Aspartate aminotransferase ≥3×ULN; Total bilirubin ≥2×ULN; Estimated glomerular filtration rate (eGFR) <60ml/min/1.73m2
(eGFR=175×Scr-1.234
(mg/dl)×age-0.179
(female×0.79),
Scr unit conversion: 1mg/dl = 88.4μmol/L)."
NCT06063109,Exclusion,"A person who meets the following conditions within one month of the first dose date Men consume an average of 21 cups/week of alcohol Women consume an average of 14 cups/week of alcohol (1 glass = 50mL of soju, 30mL of spirits, or 250mL of beer) An average of more than 20 cigarettes a day"
NCT03560271,Inclusion,"Female subjects must be either: Surgically sterile (i.e., have had bilateral tubal ligation, hysterectomy, or bilateral oophorectomy) at least 6 months before randomization, or Post-menopausal for at least 12 months prior to Screening, or If of childbearing potential and sexually active, must agree to use adequate contraception from Screening to completion of the study."
NCT03940183,Inclusion,"One of the following conditions: Initially diagnosed type 2 diabetic patients; Patients who with type 2 diabetes diagnosed within 2 years of screening period and are treated with single-agent oral hypoglycemic agents until screening, and do not take the medicine regularly for at least 8 weeks (ie, continuous medication for <1 week);"
NCT04345497,Inclusion,"If the female is of childbearing potential, she is practicing one of the following methods of birth control and will continue through the duration of the study: Condoms, sponge, diaphragm or intrauterine device; Oral or parenteral contraceptives for 3 months prior to Baseline Visit; Vasectomized partner; Total abstinence from sexual intercourse"
NCT05521256,Exclusion,"Any of the below laboratory safety parameters at screening outside the below laboratory range, see ""Log of laboratory ranges used for laboratory parameter exclusion criterion"" for specific values: Alanine Aminotransferase (ALT) greater than (>) upper normal limit (UNL) Aspartate aminotransferase (AST) > UNL Bilirubin > UNL Creatinine > UNL International normalized ratio (INR) > UNL"
NCT06427083,Inclusion,"Patients with Type 2 diabetes who are scheduled to receive initial treatment with Enavogliflozin or Enavogliflozin Extended-Release Tablets based on the attending physician's medical judgment, within the following insurance coverage ranges: Enavogliflozin monotherapy Combination therapy of Enavogliflozin with two agents (metformin) Combination therapy of Enavogliflozin with three agents (metformin + DPP-4 inhibitor)"
NCT04295005,Exclusion,"At least one prescription of a sodium glucose transporter 2 inhibitor (SGLT-2i), DPP-4i or GLP-1-RA in the baseline period (01/01/2014 - 31/12/2014) During follow-up, patients will be censored if they switch to any SGLT-2i, DPP-4i or GLP-1-RA or initiate a concomitant use of any SGLT-2i, DPP-4i or GLP-1-RA (free or fixed-dose combinations)."
NCT02804763,Inclusion,Evidence for at least 1 of the following SLE markers: Anti-dsDNA antibodies confirmed by central laboratory or Low complement confirmed by central laboratory or Antinuclear antibody (ANA) titer of >= 1:80 in combination with at least 1 of the following: Historical positivity for anti-dsDNA or Positivity for extractable nuclear antigen (anti-ENA) confirmed by central laboratory
NCT01568866,Exclusion,Second malignancy within the past 3 years except: adequately treated basal cell or squamous cell skin cancer carcinoma in situ of the cervix prostate cancer < Gleason score 6 with stable prostate-specific antigen (PSA) over 12 months breast carcinoma in situ with full surgical resection treated medullary or papillary thyroid cancer
NCT01831726,Inclusion,"Patients had pre-identified tumor with a mutation and/or translocation of one of the known kinase targets of dovitinib.
The qualifying alteration were assessed and reported by a CLIA-certified laboratory.
The mutations included: FGFR 1-3 (amplifications were also allowed) PDGFRα or PDGFRβ VEGFR1-2 (KDR) FLT3, cKIT (amplifications are also allowed), RET, TrkA (NTRK1), or CSF-1R"
NCT03739710,Exclusion,"History or evidence of cardiac abnormalities within the 6 months prior to enrollment which include Serious, uncontrolled cardiac arrhythmia or clinically significant electrocardiogram abnormalities including second degree (Type II) or third degree atrioventricular block. Cardiomyopathy, myocardial infarction, acute coronary syndromes (including unstable angina pectoris), coronary angioplasty, stenting or bypass grafting. Symptomatic pericarditis."
NCT04385368,Exclusion,"History of another primary malignancy, except for Malignancy treated with curative intent and with no known active disease ≥5 years before the first dose of IP and of low potential risk for recurrence Adequately treated non-melanoma skin cancer or lentigo maligna without evidence of disease Adequately treated carcinoma-in-situ without evidence of disease"
NCT04725188,Inclusion,Has progressive disease (PD) on treatment with one prior anti-programmed cell death 1 (PD-1)/ programmed cell death ligand 1 (PD-L1) monoclonal antibody (mAb) administered either as monotherapy or in combination with other checkpoint inhibitors or other therapies Retreatment with the same anti-PD-L1/PD-L1 mAb is acceptable in the overall course of treatment
NCT04383938,Inclusion,"Adequate organ function Creatinine clearance > 30 mL/min Total serum bilirubin < 1.5 × upper limit of normal (ULN) unless due to Gilbert's syndrome, tumor involvement, hemolysis or considered an effect of regular blood transfusions Alanine aminotransferase (ALT) and aspartate aminotransferase (AST) < 3 × ULN, unless due to involvement by the underlying malignancy."
NCT03743064,Exclusion,"Reversible causes of reduced food intake, as determined by the Investigator.
These causes may include but are not limited to: NCI CTCAE Grade 3 or 4 oral mucositis, NCI CTCAE Grade 3 or 4 GI disorders [nausea, vomiting, diarrhea, and constipation], mechanical obstructions making patient unable to eat, or severe depression"
NCT05553808,Exclusion,"History or evidence of cardiac abnormalities within the 6 months prior to enrollment which include Serious, uncontrolled cardiac arrhythmia or clinically significant electrocardiogram abnormalities including second degree (Type II) or third degree atrioventricular block. Cardiomyopathy, myocardial infarction, acute coronary syndromes (including unstable angina pectoris), coronary angioplasty, stenting or bypass grafting. Symptomatic pericarditis."
NCT02529995,Inclusion,"Radiological documentation of disease progression while on a previous continuous treatment with an approved EGFR TKI.
In addition other lines of therapy may have been given Documented EGFR mutation (at any time since the initial diagnosis of NSCLC) known to be associated with EGFR TKI sensitivity (including G719X, exon 19 deletion, L858R, L861Q)"
NCT01609556,Inclusion,"Time from prior therapy: Systemic anti-neoplastic therapy: five half-lives or four weeks, whichever is shorter (6 weeks for prior nitrosoureas or mitomycin C). Radiotherapy: wide-field radiotherapy (for example, greater than [>] 30 percent [%] of marrow-bearing bones) completed at least four weeks, or focal radiation completed at least two weeks, prior to starting study drug."
NCT02066636,Exclusion,"Medical History and Concurrent Diseases Subjects with a history of interstitial lung disease Subjects with active, known or suspected autoimmune disease Subject whom participated in either arm of the following clinical trials CA209-017, CA209-057, CA209-026, and CA184-104 or received prior treatment with anti-programmed death 1 (PD-1) or anti-programmed death-ligand 1 (PDL1) experimental agents"
NCT03310619,Inclusion,Subject must have Positron emission tomography (PET)-positive (Deauville score 4 or 5) and computed tomography (CT) measurable disease as per Lugano Classification Sum of product of perpendicular diameters (SPD) of up to 6 index lesions ≥ 25 cm2 by CT scan (not applicable to Arm A or B or subjects with Richter's transformation)
NCT03693300,Exclusion,History of another primary malignancy except for: Malignancy treated with curative intent and with no known active disease ≥5 years before the first dose of IP and of low potential risk for recurrence. Adequately treated non-melanoma skin cancer or lentigo maligna without evidence of disease. Adequately treated carcinoma in situ without evidence of disease.
NCT02020577,Exclusion,"Radiotherapy within 4 weeks prior to the start of study treatment, except as follows: Palliative radiation to target organs other than chest may be allowed up to 2 weeks prior to study treatment, and Single dose palliative treatment for symptomatic metastasis outside above allowance to be discussed with sponsor prior to enrolling."
NCT03743051,Exclusion,"Reversible causes of reduced food intake, as determined by the Investigator.
These causes may include but are not limited to: NCI CTCAE Grade 3 or 4 oral mucositis, NCI CTCAE Grade 3 or 4 GI disorders [nausea, vomiting, diarrhea, and constipation], mechanical obstructions making patient unable to eat, or severe depression"
NCT04709692,Inclusion,"Presence of mono-infection of P. falciparum or P. vivax confirmed by: Fever, as defined by axillary temperature ≥ 37.5°C or oral/rectal/tympanic temperature ≥ 38°C, or history of fever in the previous 24 hours (history of fever must be documented) and, Microscopically confirmed parasite infection: 1,000 to 40,000 asexual parasite count/µL blood"
NCT06666491,Exclusion,"The participant has taken or will likely require during the study the use of: Histamine-2 blockers (restricted to first 3 days whilst receiving CQ) Antacids (restricted to first 3 days whilst receiving CQ) Drugs of the biguanide class (i.e., phenformin, metformin, buformin) Anti-arrhythmic agents (i.e., dofetilide, procainamide, pilsicainide) Medications that prolong the QTc interval"
NCT02198807,Exclusion,"Concomitant disease masking assessment of response including abnormal liver function tests with bilirubin > 40 µmol/L, aspartate aminotransferase (ASAT) and alanine aminotransferase (ALAT) levels > x 2 upper limit of normal impaired renal function with creatinine level > x 2 upper limit of normal haemoglobin level < 7.5g/dl white cell count > 12000/µL"
NCT01213966,Inclusion,"Presence of mono-infection of P. falciparum or P. vivax confirmed by: Fever, as defined by axillary temperature ≥ 37.5°C or oral/rectal/tympanic temperature ≥ 38°C, or history of fever in the previous 24 hours (history of fever must be documented) and, Microscopically confirmed parasite infection, 5,000 to 50,000 asexual parasite count/µl of blood"
NCT03970993,Exclusion,"Any other significant disease, disorder, or finding which may significantly increase the risk to the volunteer because of participation in the study, affect the ability of the volunteer to participate in the study or impair interpretation of the study data. Not applicable for volunteers who do not undergo CHMI (Groups 1, 4 and 5)"
NCT05019729,Inclusion,"Postmenopausal for at least 1 year, post-hysterectomy or bilateral oophorectomy, or if of childbearing potential: Negative beta-human chorionic gonadotropin (beta-HCG) pregnancy test (urine or serum) on day of enrollment, and prior to product administration and CHMI, and Agrees to use an effective means of birth control through the duration of study participation"
NCT02783833,Exclusion,"Resting vital signs (measured after 5 minutes in the supine position) at screening, pre-dose (Part A) or pre-inoculation (Part B) outside of the following study-specific normal ranges: tympanic body temperature < 38.0 °C 90 < SBP < 140 mmHg 50 < DBP < 90 mmHg 40 < pulse rate < 100 bpm"
NCT01231503,Exclusion,"Acute or chronic illness determined by clinical or physical examination and laboratory screening tests including, but not limited to: Any confirmed or suspected immunosuppressive or immunodeficient condition, based on medical history and physical examination. A family history of congenital or hereditary immunodeficiency. Major congenital defects. History of any neurological disorders or seizures."
NCT02627456,Exclusion,"Use of: Chronic (greater than or equal to 14 days) oral or intravenous corticosteroids (excluding topical or nasal) at immunosuppressive doses (i.e., prednisone >10 mg/day) or immunosuppressive drugs within 30 days of vaccination Use of antimalarials or systemic antibiotics with known antimalarial activity within 30 days prior to the first vaccine"
NCT04206332,Inclusion,"Postmenopausal for at least 1 year, post-hysterectomy or bilateral oophorectomy, or if of childbearing potential: Negative beta-human chorionic gonadotropin (beta-HCG) pregnancy test (urine or serum) on day of enrollment, and prior to product administration and CHMI, and Agrees to use an effective means of birth control through the duration of study participation"
NCT02773979,Inclusion,"Women of childbearing potential* must have a negative serum pregnancy test at screening and a negative urine pregnancy test prior to each vaccination and on the day of malaria challenge. Not sterilized via bilateral tubal ligation, bilateral oophorectomy, hysterectomy, or menopausal and still menstruating or < 1 year of the last menses."
NCT02773979,Exclusion,"Asthma, other than mild, well-controlled asthma*. Cold or exercise induced asthma controlled with inhaled medications other than inhaled corticosteroids is permissible.
Subjects should be excluded if they require daily bronchodilator use, or have had an asthma exacerbation requiring oral/parenteral steroid use or have used theophylline or inhaled corticosteroids in the past year."
NCT02783820,Exclusion,"Resting vital signs (measured after 5 minutes in the supine position) at screening, pre-dose (Part A) or pre-inoculation (Part B) outside of the following study-specific normal ranges: tympanic body temperature < 38.0 °C 90 < SBP < 140 mmHg 50 < DBP < 90 mmHg 40 < pulse rate < 100 bpm"
NCT03083847,Exclusion,"Reported history of: Sickle cell disease, sickle cell trait, or other hemoglobinopathies Splenectomy or functional asplenia Systemic anaphylaxis Any allergic reactions to study drugs (pyrimethamine, chloroquine) or NSAIDs, atovaquone, proguanil Documented history of chronic or active neurologic disease (including seizures, uncontrolled migraine headaches) Psoriasis or porphyria Ocular diseases including retinopathy or visual field defects"
NCT00440999,Inclusion,"Presence of acute uncomplicated P. vivax mono-infection confirmed by: Fever, as defined by axillary/tympanic temperature ≥37.5°C or oral/rectal temperature ≥38°C, or history of fever in the previous 24 hours (history of fever must be documented) and, Positive microscopy of P. vivax with parasite density ≥250/ mcL of blood (including at least 50% of asexual parasites)."
NCT04368910,Inclusion,"Presence of acute uncomplicated P. vivax mono-infection confirmed by: Fever, as defined by axillary/tympanic temperature ≥37.5°C or oral/rectal temperature ≥38°C, or history of fever in the previous 24 hours (history of fever must be documented) and, Positive microscopy of P. vivax with parasite density ≥250/ μL of blood (including at least 50% of asexual parasites)."
NCT06040346,Inclusion,"Mono-infection with P. falciparum documented by: Microscopically confirmed parasite infection using by Giemsa-stained thick film (refer to the laboratory manual for details) consisting of 1000 - 100,000 asexual parasites /µL of blood and Documented fever (≥38.0°C
oral, rectal or tympanic; ≥37.5°C axillary) or documented history of fever in previous 24 hours"
NCT03168854,Inclusion,"Women of childbearing potential* must have a negative serum pregnancy test at screening and a negative urine pregnancy test prior to each mosquito exposure**. Not sterilized via bilateral tubal ligation, bilateral oophorectomy, or hysterectomy, or, if menopausal, still menstruating or < 1 year of the last menses. Study vaccination or CHMI"
NCT05411965,Exclusion,"Those who are applicable to the following conditions in 30 days prior to the first administration: Male subjects: average alcohol intake > 21 units/week Female subjects: average alcohol intake > 14 units/week (1 unit= 50 mL of soju, 30 mL of hard liquor or 250 mL of beer) Daily average smoking of >20 cigarettes"
NCT06451757,Inclusion,"Presence of chronic fatigue (not attributable to otherwise treatable or reversible etiologies): Complaints of patient self-reported chronic fatigue for at least 3 months prior to the Screening Visit and recorded in the clinical patient files AND Presence of fatigue (raw total score >22 being a T-score >50), assessed by Neuro-QoL SFv1-F at Screening."
NCT05369065,Inclusion,Diagnosed hypertension with baseline: Office blood pressure of SBP of ≥ 140 mmHg and ≤ 180 mmHg and DBP ≥ 90 mmHg Mean 24-hour ambulatory SBP of ≥ 130 mmHg and ≤ 170 mmHg with ≥ 75% valid readings On stable oral anti-hypertension drug regimen consisting of up to a maximum of three drugs
NCT01814748,Inclusion,Participant is one of the following: Male Female who is not of reproductive potential Female of reproductive potential who agrees to remain abstinent from heterosexual activity or use (or have her partner use) 2 acceptable methods of contraception to prevent pregnancy during the study and for 21 days after the last dose of study drug
NCT06590324,Inclusion,Subject meets any of the following laboratory criteria at Screening: Alanine transaminase (ALT) or aspartate transaminase (AST) values > 1.5x the upper limit of normal (ULN) Total bilirubin >1.5 × ULN. Evidence of an active hepatitis B virus or hepatitis C virus infection History of a positive test for human immunodeficiency virus (HIV)
NCT01819272,Inclusion,Either was not treated with or had been on a stable treatment regimen with any of the following medications for a minimum of 2 months prior to Visit 1: Hormone replacement therapy (female subjects) Oral contraceptives (female subjects) Antihypertensive agents Lipid-lowering agents Thyroid replacement therapy Antidepressant agents Testosterone therapy (male subjects)
NCT04223895,Exclusion,A person who meets the following conditions within one month before the first administration date Excess alcohol: 21 cups / week for men and 14 cups / week for women. [1 glass = 50 mL of shochu or 30 mL of liquor or 250 mL of beer] Smokers exceeding 20 cigarettes per day
NCT00762736,Exclusion,Was taking or was expected to take the following medications: antidiabetic agents (other than sulfonylurea or metformin) tricyclic antidepressants monoamine oxidase inhibitors phenothiazines diet medications amphetamines or their derivatives lithium common cold medications with chronic use nonsteroidal anti-inflammatory drugs with chronic use (including aspirin greater than 325 mg/day or cyclooxygenase 2 inhibitors).
NCT00879970,Inclusion,"Age ≥ 50 years and evidence of vascular disease defined as ≥1of: prior myocardial infarction prior stroke coronary, carotid or peripheral artery revascularization ≥ 4 years earlier previous documented myocardial ischemia on either an exercise stress test or on any cardiac imaging, or previous unstable angina with ECG changes or cardiac enzyme elevation OR"
NCT03244800,Exclusion,Significant hepatic disease (except for non-alcoholic steatohepatitis or non-alcoholic fatty liver disease without portal hypertension or cirrhosis) and/or subjects with any of the following results at screening: Aspartate transaminase (AST) ≥ 3 × upper limit of normal (ULN) Alanine transaminase (ALT) ≥ 3 × ULN Total bilirubin ≥ 2 × ULN
NCT06600724,Inclusion,"The affected limb must have adequate perfusion confirmed by vascular assessment.
Any of the following methods performed within 3 months of the first screening visit are acceptable: Ankle-Brachial Index (ABI) between 0.7 and ≤ 1.3; Toe-Brachial Index (TBI) ≥ 0.6; Transcutaneous Oxygen Measurement (TCOM) ≥ 40 mmHg; Pulse Volume Resistance (PVR): biphasic."
NCT04124484,Inclusion,"One of the following conditions: Initial diagnosis of type 2 diabetes mellitus; Patients who with type 2 diabetes diagnosed within 2 years before screening period and are treated with single-agent oral hypoglycemic agents until screening, and do not take the medicine regularly for at least 8 weeks (i.e., continuous medication for <1 week);"
NCT03444584,Exclusion,Significant hepatic disease (except for nonalcoholic steatohepatitis or nonalcoholic fatty liver disease without portal hypertension or cirrhosis) and/or participants with any of the following results at screening: Aspartate transaminase (AST) >= 3 × upper limit of normal (ULN) Alanine transaminase (ALT) >= 3 × ULN Total bilirubin (TBL) >= 2 × ULN
NCT05433584,Exclusion,"Are at high risk for cardiovascular disease (CVD) in the investigator's opinion or have a history of any of these CV conditions prior to study entry myocardial infarction percutaneous coronary revascularization procedure carotid stenting or surgical revascularization nontraumatic amputation peripheral vascular procedure (e.g., stenting or surgical revascularization) cerebrovascular accident (stroke), or congestive heart failure"
NCT06339086,Exclusion,"Laboratory tests meeting any of the following criteria at screening: Calcitonin ≥50ng/L (pg/mL); Blood amylase ≥3×ULN (upper limit of normal value); Blood lipase ≥3×ULN; Triglycerides ≥5.7mmol/L (500mg/dL); Alanine aminotransferase ≥3×ULN; Aspartate aminotransferase ≥3×ULN; Total bilirubin ≥2×ULN; Estimated glomerular filtration rate (eGFR) <60ml/min/1.73m2
(eGFR=175×Scr-1.234
(mg/dl)×age-0.179
(female×0.79),
Scr unit conversion: 1mg/dl = 88.4μmol/L)."
NCT06063109,Exclusion,"A person who meets the following conditions within one month of the first dose date Men consume an average of 21 cups/week of alcohol Women consume an average of 14 cups/week of alcohol (1 glass = 50mL of soju, 30mL of spirits, or 250mL of beer) An average of more than 20 cigarettes a day"
NCT02581488,Exclusion,"Current treatment (at the time of the Screening Visit) with any of the following: Systemic corticosteroids.
If corticosteroid treatment was for ≥ 10 days, there must be a 1 week interval between discontinuation and screening. Immunosuppressive agents Chemotherapeutic agents Antiviral agents Systemic antibiotic therapy (for any reason) or topical antibiotic treatment of the target ulcer"
NCT03560271,Inclusion,"Female subjects must be either: Surgically sterile (i.e., have had bilateral tubal ligation, hysterectomy, or bilateral oophorectomy) at least 6 months before randomization, or Post-menopausal for at least 12 months prior to Screening, or If of childbearing potential and sexually active, must agree to use adequate contraception from Screening to completion of the study."
NCT00970528,Inclusion,"Type 2 diabetes inadequately controlled with insulin glargine alone or in combination with metformin Diagnosed of type 2 diabetes for at least 6 months prior to screening Treated with tolerable, stable dose of insulin glargine and/or metformin for at least 3 months prior to screening HbA1C > 7.0 and </= 10.0% at screening"
NCT03940183,Inclusion,"One of the following conditions: Initially diagnosed type 2 diabetic patients; Patients who with type 2 diabetes diagnosed within 2 years of screening period and are treated with single-agent oral hypoglycemic agents until screening, and do not take the medicine regularly for at least 8 weeks (ie, continuous medication for <1 week);"
NCT04345497,Inclusion,"If the female is of childbearing potential, she is practicing one of the following methods of birth control and will continue through the duration of the study: Condoms, sponge, diaphragm or intrauterine device; Oral or parenteral contraceptives for 3 months prior to Baseline Visit; Vasectomized partner; Total abstinence from sexual intercourse"
NCT03596177,Exclusion,Significant hepatic disease (except for nonalcoholic steatohepatitis or nonalcoholic fatty liver disease without portal hypertension or cirrhosis) and/or participants with any of the following results at screening: Aspartate transaminase (AST) >= 3 × upper limit of normal (ULN) Alanine transaminase (ALT) >= 3 × ULN Total bilirubin >= 2 × ULN
NCT02804763,Inclusion,Evidence for at least 1 of the following SLE markers: Anti-dsDNA antibodies confirmed by central laboratory or Low complement confirmed by central laboratory or Antinuclear antibody (ANA) titer of >= 1:80 in combination with at least 1 of the following: Historical positivity for anti-dsDNA or Positivity for extractable nuclear antigen (anti-ENA) confirmed by central laboratory
NCT01568866,Exclusion,Second malignancy within the past 3 years except: adequately treated basal cell or squamous cell skin cancer carcinoma in situ of the cervix prostate cancer < Gleason score 6 with stable prostate-specific antigen (PSA) over 12 months breast carcinoma in situ with full surgical resection treated medullary or papillary thyroid cancer
NCT01831726,Inclusion,"Patients had pre-identified tumor with a mutation and/or translocation of one of the known kinase targets of dovitinib.
The qualifying alteration were assessed and reported by a CLIA-certified laboratory.
The mutations included: FGFR 1-3 (amplifications were also allowed) PDGFRα or PDGFRβ VEGFR1-2 (KDR) FLT3, cKIT (amplifications are also allowed), RET, TrkA (NTRK1), or CSF-1R"
NCT02855125,Exclusion,Treatment with any of the following within the specified time frame prior to the study drug administration: Major surgery within prior 4 weeks and minor surgery within 7 days; Radiotherapy for extended field within prior 4 weeks or limited field within prior 2 weeks; Any anticancer therapy or investigational agent within prior 3 weeks.
NCT03739710,Exclusion,"History or evidence of cardiac abnormalities within the 6 months prior to enrollment which include Serious, uncontrolled cardiac arrhythmia or clinically significant electrocardiogram abnormalities including second degree (Type II) or third degree atrioventricular block. Cardiomyopathy, myocardial infarction, acute coronary syndromes (including unstable angina pectoris), coronary angioplasty, stenting or bypass grafting. Symptomatic pericarditis."
NCT00290355,Inclusion,"The operative technique for resection of the patient's tumour involves at least a lobectomy or a sleeve lobectomy, conforming to all of the following criteria: Removal of all gross disease with negative resection margins, by lobectomy, sleeve resection, bilobectomy or pneumonectomy, based on intra-operative findings. The level of nodal sampling is at least as follows:"
NCT04385368,Exclusion,"History of another primary malignancy, except for Malignancy treated with curative intent and with no known active disease ≥5 years before the first dose of IP and of low potential risk for recurrence Adequately treated non-melanoma skin cancer or lentigo maligna without evidence of disease Adequately treated carcinoma-in-situ without evidence of disease"
NCT04725188,Inclusion,Has progressive disease (PD) on treatment with one prior anti-programmed cell death 1 (PD-1)/ programmed cell death ligand 1 (PD-L1) monoclonal antibody (mAb) administered either as monotherapy or in combination with other checkpoint inhibitors or other therapies Retreatment with the same anti-PD-L1/PD-L1 mAb is acceptable in the overall course of treatment
NCT04383938,Inclusion,"Adequate organ function Creatinine clearance > 30 mL/min Total serum bilirubin < 1.5 × upper limit of normal (ULN) unless due to Gilbert's syndrome, tumor involvement, hemolysis or considered an effect of regular blood transfusions Alanine aminotransferase (ALT) and aspartate aminotransferase (AST) < 3 × ULN, unless due to involvement by the underlying malignancy."
NCT03743064,Exclusion,"Reversible causes of reduced food intake, as determined by the Investigator.
These causes may include but are not limited to: NCI CTCAE Grade 3 or 4 oral mucositis, NCI CTCAE Grade 3 or 4 GI disorders [nausea, vomiting, diarrhea, and constipation], mechanical obstructions making patient unable to eat, or severe depression"
NCT05553808,Exclusion,"History or evidence of cardiac abnormalities within the 6 months prior to enrollment which include Serious, uncontrolled cardiac arrhythmia or clinically significant electrocardiogram abnormalities including second degree (Type II) or third degree atrioventricular block. Cardiomyopathy, myocardial infarction, acute coronary syndromes (including unstable angina pectoris), coronary angioplasty, stenting or bypass grafting. Symptomatic pericarditis."
NCT02529995,Inclusion,"Radiological documentation of disease progression while on a previous continuous treatment with an approved EGFR TKI.
In addition other lines of therapy may have been given Documented EGFR mutation (at any time since the initial diagnosis of NSCLC) known to be associated with EGFR TKI sensitivity (including G719X, exon 19 deletion, L858R, L861Q)"
NCT01609556,Inclusion,"Time from prior therapy: Systemic anti-neoplastic therapy: five half-lives or four weeks, whichever is shorter (6 weeks for prior nitrosoureas or mitomycin C). Radiotherapy: wide-field radiotherapy (for example, greater than [>] 30 percent [%] of marrow-bearing bones) completed at least four weeks, or focal radiation completed at least two weeks, prior to starting study drug."
NCT02066636,Exclusion,"Medical History and Concurrent Diseases Subjects with a history of interstitial lung disease Subjects with active, known or suspected autoimmune disease Subject whom participated in either arm of the following clinical trials CA209-017, CA209-057, CA209-026, and CA184-104 or received prior treatment with anti-programmed death 1 (PD-1) or anti-programmed death-ligand 1 (PDL1) experimental agents"
NCT03693300,Exclusion,History of another primary malignancy except for: Malignancy treated with curative intent and with no known active disease ≥5 years before the first dose of IP and of low potential risk for recurrence. Adequately treated non-melanoma skin cancer or lentigo maligna without evidence of disease. Adequately treated carcinoma in situ without evidence of disease.
NCT02020577,Exclusion,"Radiotherapy within 4 weeks prior to the start of study treatment, except as follows: Palliative radiation to target organs other than chest may be allowed up to 2 weeks prior to study treatment, and Single dose palliative treatment for symptomatic metastasis outside above allowance to be discussed with sponsor prior to enrolling."
NCT03743051,Exclusion,"Reversible causes of reduced food intake, as determined by the Investigator.
These causes may include but are not limited to: NCI CTCAE Grade 3 or 4 oral mucositis, NCI CTCAE Grade 3 or 4 GI disorders [nausea, vomiting, diarrhea, and constipation], mechanical obstructions making patient unable to eat, or severe depression"
NCT04709692,Inclusion,"Presence of mono-infection of P. falciparum or P. vivax confirmed by: Fever, as defined by axillary temperature ≥ 37.5°C or oral/rectal/tympanic temperature ≥ 38°C, or history of fever in the previous 24 hours (history of fever must be documented) and, Microscopically confirmed parasite infection: 1,000 to 40,000 asexual parasite count/µL blood"
NCT06666491,Exclusion,"The participant has taken or will likely require during the study the use of: Histamine-2 blockers (restricted to first 3 days whilst receiving CQ) Antacids (restricted to first 3 days whilst receiving CQ) Drugs of the biguanide class (i.e., phenformin, metformin, buformin) Anti-arrhythmic agents (i.e., dofetilide, procainamide, pilsicainide) Medications that prolong the QTc interval"
NCT01213966,Inclusion,"Presence of mono-infection of P. falciparum or P. vivax confirmed by: Fever, as defined by axillary temperature ≥ 37.5°C or oral/rectal/tympanic temperature ≥ 38°C, or history of fever in the previous 24 hours (history of fever must be documented) and, Microscopically confirmed parasite infection, 5,000 to 50,000 asexual parasite count/µl of blood"
NCT03970993,Exclusion,"Any other significant disease, disorder, or finding which may significantly increase the risk to the volunteer because of participation in the study, affect the ability of the volunteer to participate in the study or impair interpretation of the study data. Not applicable for volunteers who do not undergo CHMI (Groups 1, 4 and 5)"
NCT06318078,Inclusion,"· Children between 3-59 months, Being resident in the study area, Consent to participate in the study obtained, Willingness and ability of the child's guardians to comply with the study protocol for the duration of the study including attending a designated health centre if their child has malaria symptoms during the data collection period."
NCT02783833,Exclusion,"Resting vital signs (measured after 5 minutes in the supine position) at screening, pre-dose (Part A) or pre-inoculation (Part B) outside of the following study-specific normal ranges: tympanic body temperature < 38.0 °C 90 < SBP < 140 mmHg 50 < DBP < 90 mmHg 40 < pulse rate < 100 bpm"
NCT02627456,Exclusion,"Use of: Chronic (greater than or equal to 14 days) oral or intravenous corticosteroids (excluding topical or nasal) at immunosuppressive doses (i.e., prednisone >10 mg/day) or immunosuppressive drugs within 30 days of vaccination Use of antimalarials or systemic antibiotics with known antimalarial activity within 30 days prior to the first vaccine"
NCT02783820,Exclusion,"Resting vital signs (measured after 5 minutes in the supine position) at screening, pre-dose (Part A) or pre-inoculation (Part B) outside of the following study-specific normal ranges: tympanic body temperature < 38.0 °C 90 < SBP < 140 mmHg 50 < DBP < 90 mmHg 40 < pulse rate < 100 bpm"
NCT03083847,Exclusion,"Reported history of: Sickle cell disease, sickle cell trait, or other hemoglobinopathies Splenectomy or functional asplenia Systemic anaphylaxis Any allergic reactions to study drugs (pyrimethamine, chloroquine) or NSAIDs, atovaquone, proguanil Documented history of chronic or active neurologic disease (including seizures, uncontrolled migraine headaches) Psoriasis or porphyria Ocular diseases including retinopathy or visual field defects"
NCT01585077,Inclusion,Step 1: Age 15 to 60 years. Hemoglobin levels > 9g/dL. Presence of Current P. vivax infection. Absence of other Plasmodium species determined by thick blood smear and PCR. Blood parasite count of 0.1% or more. Absence of other acute or chronic diseases. Being able to sign an informed consent form.
