nctId,type,statement
NCT02610400,Inclusion,"Index Case Investigation Inclusion Criteria: Malaria infection (either locally transmitted or imported) detected at a health facility via passive surveillance, and Resides in a study Enumeration Area (EA), and Provides informed consent"
NCT04230161,Inclusion,Cross sectional survey: Households in the district. Residents of the household visited. Questionnaire: any adult member of the household . Malaria screening: all members aged 6 months or older from the above consenting household.
NCT02511054,Exclusion,"Psychiatric condition that precludes compliance with the protocol including but not limited to: Psychosis within the past 3 years Ongoing risk for suicide, or history of suicide attempt or gesture within the past 3 years"
NCT02783833,Exclusion,Subject positive for any of the following Anti-human immunodeficiency virus 1 or 2 antibodies (anti-HIV1 or anti-HIV2 Ab) (ELISA) Hepatitis B surface antigen (HBsAg) Anti-hepatitis B core antibodies (anti-HBcAb) Anti-hepatitis C antibodies (anti-HCV)
NCT01976416,Exclusion,Pre-existing severe hematological toxicity: Hb <4.0 g/dL Hb <6.0 g/dL AND ARC <100 x 10E9/L Hb <7.0 g/dL AND ARC <80 x 10E9/L Platelets <80 x 10E9/L ANC <1.0 x 10E9/L
NCT04300309,Exclusion,"HIV status : in Cohort 1, patient's or patient's mother's current treatment with ARV in Cohort 2, mother's known HIV positive status at patient's birth or mother's current treatment with ARV"
NCT04300309,Exclusion,"Presence of any clinically significant neurological condition: any episode of convulsion during the present illness (in keeping with the IMCI list of general danger signs) known neurological disorders (e.g.
chronic seizure disorders, cerebral palsy)"
NCT02488902,Inclusion,Willing subjects in good general health. Males aged 18 to 60; females aged 50 to 60. Subjects who planned to stay in the study area until the end of the study.
NCT02783820,Exclusion,Subject positive for any of the following Anti-human immunodeficiency virus 1 or 2 antibodies (anti-HIV1 or anti-HIV2 Ab) (ELISA) Hepatitis B surface antigen (HBsAg) Anti-hepatitis B core antibodies (anti-HBcAb) Anti-hepatitis C antibodies (anti-HCV)
NCT03083847,Exclusion,"Psychiatric condition that precludes compliance with the protocol including but not limited to: Psychosis within the past 3 years Ongoing risk for suicide, or history of suicide attempt or gesture within the past 3 years"
NCT02639299,Exclusion,"Psychiatric condition that precludes compliance with the protocol including but not limited to: Psychosis within the past 3 years Ongoing risk for suicide, or history of suicide attempt or gesture within the past 3 years"
NCT05287893,Inclusion,"Vital signs at screening (measured after 5 min in the supine position): Systolic blood pressure (SBP) - 90-140 mmHg, Diastolic blood pressure (DBP) - 40-90 mmHg, Heart rate (HR) 40-100 bpm."
NCT00500331,Exclusion,Diabetic Medication Has taken insulin or any oral or injectable anti-diabetic medication ≥4 weeks at any time prior to screening. Has taken insulin or any oral or injectable anti-diabetic medication within 3 months of screening.
NCT00570739,Inclusion,"Previous diagnosis of: T2DM or prediabetes, to be enrolled in the respective cohorts, or CHD, CVD, and/or primary hypercholesterolemia + BMI greater than or equal to 25 mg/kg2 to be screened for T2DM or pre-diabetes."
NCT06258148,Exclusion,"3. Received any of the following medications: Prior discontinuation of DPP-4 inhibitors or GLP-1 receptor agonists for efficacy, tolerability, and safety reasons; Systemic glucocorticoid and growth hormone have been used within 8 weeks before screening;"
NCT06258148,Exclusion,ii. Laboratory tests show any of the following abnormalities: FPG≥13.9 mmol/L; ALT or AST≥2.5×ULN; Total bilirubin (TBiL) ≥2.0×ULN; Triglyceride >5.7 mmol/L; eGFR<45 mL/(min*1.73 m^2); Serum amylase and/or lipase ≥3×ULN; Hemoglobin <100 g/L; Calcitonin≥50 ng/L(pg/mL);
NCT02175121,Inclusion,HbA1c value at the screening visit meeting once of the following criteria: Currently taking acceptable oral antiglycemic drug therapy within 6.5 to 9.5% Not currently taking any oral antiglycemic drug therapy within 7 to 10.5%
NCT02183350,Inclusion,Glycosylated haemoglobin A1 (HbA1c) ≤ 8.5 % at screening for patients treated with diet and exercise and/or one oral hypoglycaemic agent or ≤ 8.0 % at screening for patients treated with two oral hypoglycaemic agents
NCT00495469,Exclusion,"Diabetic Medication Has taken insulin, or any oral or injectable anti-diabetic medication within 3 months of screening Has taken insulin or any oral or injectable anti-diabetic medication ≥4 weeks at any time in the past"
NCT05238142,Inclusion,Is willing to take one of the following insulins and can financially support the use of insulin preparations as required by the study: Humalog (insulin lispro injection) NovoLog/NovoRapid (insulin aspart injection) Admelog (insulin lispro injection)
NCT05238142,Exclusion,"Has a history of 2 or more episodes of severe hypoglycemia, which resulted in any the following during the 6 months prior to screening: Medical assistance (i.e., Paramedics, Emergency Room [ER] or Hospitalization) Coma Seizures"
NCT01524770,Inclusion,The method may be one of the following: condom with spermicidal agent male participant sterilization true abstinence (which is in line with the participant's usual lifestyle choice; withdrawal or calendar methods are not considered acceptable)
NCT02183415,Inclusion,Glycosylated haemoglobin A1 (HbA1c) ≤ 8.5 % at screening for patients treated with diet and exercise and/or one oral hypoglycaemic agent or ≤ 8.0 % at screening for patients treated with two oral hypoglycaemic agents
NCT04150107,Inclusion,T1D subjects must have: A documented history of type 1 diabetes for at least 6 months Should be on an MDI regimen C peptide levels of ˂ 0.7 ng/mL HbA1C ≥ 6.5% to ≤10%
NCT00385697,Inclusion,"One positive result on testing for any of the following antibodies: islet-cell autoantibodies (ICA512/IA-2), glutamic acid decarboxylase autoantibodies, or insulin autoantibodies (if present during first 2 weeks, but not beyond 2 weeks, of insulin treatment)"
NCT00540514,Inclusion,Patient has the following blood counts at baseline: Absolute neutrophil count (ANC) greater than or equal to 1.5x10^9/L Platelets greater than or equal to 100x10^9/L Hemoglobin (Hgb) greater than or equal to 9 g/dL
NCT02573857,Inclusion,"Normal vital signs after 5 minutes resting in supine position: 90 mmHg < systolic blood pressure (SBP) <140 mmHg, 50 mmHg < diastolic blood pressure (DBP) <90 mmHg, 40 bpm< heart rate (HR) <100 bpm."
NCT02511054,Exclusion,"Psychiatric condition that precludes compliance with the protocol including but not limited to: Psychosis within the past 3 years Ongoing risk for suicide, or history of suicide attempt or gesture within the past 3 years"
NCT04300309,Exclusion,"Presence of any clinically significant neurological condition: any episode of convulsion during the present illness (in keeping with the IMCI list of general danger signs) known neurological disorders (e.g.
chronic seizure disorders, cerebral palsy)"
NCT03083847,Exclusion,"Psychiatric condition that precludes compliance with the protocol including but not limited to: Psychosis within the past 3 years Ongoing risk for suicide, or history of suicide attempt or gesture within the past 3 years"
NCT05925920,Exclusion,"Use of medications affecting body weight within the past three months: Drugs approved for the treatment of obesity Cyproheptadine or medroxyprogesterone Atypical anti-psychotic drugs Tricyclic antidepressants Lithium, MAO's, glucocorticoids SSRI's or SNRI's Antiepileptic drugs"
NCT05369065,Exclusion,Currently taking the following medications within 90 days prior to screening and/or there is a need or anticipated need for these medications during the study: Systemic Corticosteroids Anticonvulsants Centrally acting sympatholytics
NCT03202563,Exclusion,Patients with a history of hypersensitivity reactions to the drugs below Gemigliptin or drugs belonging to dipeptidyl-peptidase4(DPP4) inhibitors Dapagliflozin or drugs belonging to Sodium/glucose co transport-2(SGLT-2) inhibitor Metformin or drugs belonging to biguanides
NCT00196989,Exclusion,History of cancer except for the following: Basal cell carcinoma or superficial squamous cell carcinoma treated by local excision. Cervical cancer in situ treated definitively more than 6 months prior to screening.
NCT00320060,Inclusion,Patients with diagnosis of diabetic nephropathy as defined by Serum Creatinine <=2.0 mg/dL at weeks -2 and -1 Urinary albumin excretion >=300 mg/24 hours at week -2 Diagnosis of diabetic retinopathy
NCT05564039,Exclusion,"Have been treated with insulin prior to screening Exception: use of insulin for gestational diabetes or short-term use (<14 days) for acute conditions such as acute illness, hospitalization, or elective surgery."
NCT00521742,Exclusion,"Any of the following: myocardial infarction coronary angioplasty or bypass graft unstable angina pectoris transient ischemic attacks documented cerebrovascular accident.
9. Abdominal, thoracic, or vascular surgery during the 3 months prior to Visit 1."
NCT02332824,Exclusion,"The participant has any of the cardiovascular diseases listed below: Cardiac diseases: angina pectoris, arrhythmia, and congested heart failure that requires medication Vascular diseases: arteriosclerosis obliterans with symptoms (e.g., intermittent claudication)"
NCT05816759,Inclusion,"Those who meet the criteria of anthropometric data Man: Body weight ≥ 50 kg, Body mass index 18 to 30 kg/m2 Woman: Body weight ≥ 45 kg, Body mass index 18 to 30 kg/m2"
NCT05054842,Exclusion,"General situation: 1) Known or suspected allergy to DPP4i drugs or investigational drug excipients; 2) Pregnant or lactating women, fertile men or women were unwilling to use contraception during the study period;"
NCT02152371,Inclusion,"Are females of childbearing potential who must: Test negative for pregnancy at screening, based on a serum pregnancy test Agree to use a reliable method of birth control Not be breastfeeding"
NCT03368807,Exclusion,Currently undergoing systemic treatment with: Immunosuppressive medication Chronic (lasting longer than 2 weeks) systemic glucocorticoid therapy (excluding topical and inhaled preparations) or have received such therapy within the prior 2 weeks
NCT00385697,Inclusion,Subject must be in one of the following age groups: Age 18-35 years Age 12-17 years pending approval by Data Monitoring Committee Age 8-11 years pending approval by Data Monitoring Committee
NCT05363761,Exclusion,Currently taking the following medications within 90 days prior to screening and/or there is a need or anticipated need for these medications during the study: Systemic Corticosteroids Anticonvulsants Centrally acting sympatholytics
NCT05462756,Exclusion,"Are currently receiving any of the following insulin therapies anytime in the past 90 days: insulin mixtures insulin human, inhalation powder, or continuous subcutaneous insulin infusion therapy, or regular insulin U-500"
NCT02079805,Exclusion,"Receiving or requiring any of the following at the time of informed consent: Insulin, glucagon-like peptide-1 (GLP-1) receptor agonists, or other parenteral hypoglycemic agents Combination therapy with 3 or more oral hypoglycemic agents"
NCT00995345,Exclusion,"Presence of any of the following conditions: Significant renal impairment (glomerular filtration rate less than 60 mL/min); Diabetic gastroparesis; Active liver disease (other than asymptomatic nonalcoholic fatty liver disease), cirrhosis, or symptomatic gallbladder disease;"
NCT04285554,Exclusion,Currently taking the following medications within 90 days prior to screening and/or there is a need or anticipated need for these medications during the study: Systemic corticosteroids Anticonvulsants Centrally acting sympatholytics
NCT00527735,Exclusion,"Prior systemic therapy for lung cancer.
Prior radiation therapy or locoregional surgeries performed later than at least 3 weeks prior to randomization date were allowed. Grade 2 peripheral neuropathy (motor or sensory)"
NCT02451930,Inclusion,The participant has Stage IV NSCLC. Part A: NSCLC Stage IV (any type) Part B: NSCLC Stage IV (squamous and nonsquamous) Part C: NSCLC Stage IV in Japanese participants (squamous and nonsquamous)
NCT02395172,Exclusion,"All participants with brain metastases, except those meeting the following criteria: Brain metastases have been treated locally, and No ongoing neurological symptoms that are related to the brain localization of the disease"
NCT03743064,Exclusion,"Patient with cachexia caused by other reasons, as determined by the investigator such as: Severe COPD requiring use of home O2, New York Heart Association (NYHA) class III-IV heart failure AIDS Uncontrolled thyroid disease"
NCT04416633,Exclusion,For NSCLC cohort only: Mixed small cell and non-small cell lung cancer histology Any unresolved toxicity CTCAE >Grade 2 from the prior chemoradiation therapy. Patients with ≥Grade 2 pneumonitis from prior chemoradiation therapy
NCT03909971,Inclusion,"Subject should have: (in Cohort 1) Disease progression after crizotinib as the only ALK inhibitor; (in Cohort 2) Disease progression after one ALK inhibitor other than crizotinib, with or without prior crizotinib."
NCT03743051,Exclusion,"Patient with cachexia caused by other reasons, as determined by the investigator such as: Severe COPD requiring use of home O2, New York Heart Association (NYHA) class III-IV heart failure AIDS Uncontrolled thyroid disease"
NCT05252845,Exclusion,Administration of immunoglobulins and/or any blood products during the period starting three months before the first dose of study vaccine or planned administration during the study period. subject to the investigator's judgement
NCT04230161,Inclusion,Cross sectional survey: Households in the district. Residents of the household visited. Questionnaire: any adult member of the household . Malaria screening: all members aged 6 months or older from the above consenting household.
NCT02783833,Exclusion,Subject positive for any of the following Anti-human immunodeficiency virus 1 or 2 antibodies (anti-HIV1 or anti-HIV2 Ab) (ELISA) Hepatitis B surface antigen (HBsAg) Anti-hepatitis B core antibodies (anti-HBcAb) Anti-hepatitis C antibodies (anti-HCV)
NCT04300309,Exclusion,"HIV status : in Cohort 1, patient's or patient's mother's current treatment with ARV in Cohort 2, mother's known HIV positive status at patient's birth or mother's current treatment with ARV"
NCT02488902,Inclusion,Willing subjects in good general health. Males aged 18 to 60; females aged 50 to 60. Subjects who planned to stay in the study area until the end of the study.
NCT02783820,Exclusion,Subject positive for any of the following Anti-human immunodeficiency virus 1 or 2 antibodies (anti-HIV1 or anti-HIV2 Ab) (ELISA) Hepatitis B surface antigen (HBsAg) Anti-hepatitis B core antibodies (anti-HBcAb) Anti-hepatitis C antibodies (anti-HCV)
NCT05287893,Inclusion,"Vital signs at screening (measured after 5 min in the supine position): Systolic blood pressure (SBP) - 90-140 mmHg, Diastolic blood pressure (DBP) - 40-90 mmHg, Heart rate (HR) 40-100 bpm."
NCT00500331,Exclusion,Diabetic Medication Has taken insulin or any oral or injectable anti-diabetic medication ≥4 weeks at any time prior to screening. Has taken insulin or any oral or injectable anti-diabetic medication within 3 months of screening.
NCT00570739,Inclusion,"Previous diagnosis of: T2DM or prediabetes, to be enrolled in the respective cohorts, or CHD, CVD, and/or primary hypercholesterolemia + BMI greater than or equal to 25 mg/kg2 to be screened for T2DM or pre-diabetes."
NCT06258148,Exclusion,"3. Received any of the following medications: Prior discontinuation of DPP-4 inhibitors or GLP-1 receptor agonists for efficacy, tolerability, and safety reasons; Systemic glucocorticoid and growth hormone have been used within 8 weeks before screening;"
NCT06258148,Exclusion,ii. Laboratory tests show any of the following abnormalities: FPG≥13.9 mmol/L; ALT or AST≥2.5×ULN; Total bilirubin (TBiL) ≥2.0×ULN; Triglyceride >5.7 mmol/L; eGFR<45 mL/(min*1.73 m^2); Serum amylase and/or lipase ≥3×ULN; Hemoglobin <100 g/L; Calcitonin≥50 ng/L(pg/mL);
NCT00196989,Exclusion,History of cancer except for the following: Basal cell carcinoma or superficial squamous cell carcinoma treated by local excision. Cervical cancer in situ treated definitively more than 6 months prior to screening.
NCT00495469,Exclusion,"Diabetic Medication Has taken insulin, or any oral or injectable anti-diabetic medication within 3 months of screening Has taken insulin or any oral or injectable anti-diabetic medication ≥4 weeks at any time in the past"
NCT06010004,Exclusion,"Have had any of the following cardiovascular (CV) conditions within 60 days prior to screening, or between screening and randomization. acute myocardial infarction cerebrovascular accident (stroke), or hospitalization for congestive heart failure"
NCT00521742,Exclusion,"Any of the following: myocardial infarction coronary angioplasty or bypass graft unstable angina pectoris transient ischemic attacks documented cerebrovascular accident.
9. Abdominal, thoracic, or vascular surgery during the 3 months prior to Visit 1."
NCT02332824,Exclusion,"The participant has any of the cardiovascular diseases listed below: Cardiac diseases: angina pectoris, arrhythmia, and congested heart failure that requires medication Vascular diseases: arteriosclerosis obliterans with symptoms (e.g., intermittent claudication)"
NCT01524770,Inclusion,The method may be one of the following: condom with spermicidal agent male participant sterilization true abstinence (which is in line with the participant's usual lifestyle choice; withdrawal or calendar methods are not considered acceptable)
NCT04221399,Exclusion,"Clinical laboratory test values are outside the accepted normal range at screening AST (SGOT), ALT (SGPT) > 2 x the upper limit of normal Repeatedly confirmed QTc interval > 450 ms"
NCT01427699,Exclusion,"Infectious disease: CRP >30 mg/L, fever, or infection requiring treatment with antibiotics within 3 weeks prior to Screening History of recurrent infection or predisposition to infection Active leg or foot ulcer"
NCT01871415,Exclusion,"Diagnosis or history of: Type 1 diabetes mellitus, diabetes resulting from pancreatic injury, or secondary forms of diabetes Acute metabolic diabetic complications such as ketoacidosis or hyperosmolar coma within the past 6 months"
NCT04150107,Inclusion,T1D subjects must have: A documented history of type 1 diabetes for at least 6 months Should be on an MDI regimen C peptide levels of ˂ 0.7 ng/mL HbA1C ≥ 6.5% to ≤10%
NCT02152371,Inclusion,"Are females of childbearing potential who must: Test negative for pregnancy at screening, based on a serum pregnancy test Agree to use a reliable method of birth control Not be breastfeeding"
NCT03368807,Exclusion,Currently undergoing systemic treatment with: Immunosuppressive medication Chronic (lasting longer than 2 weeks) systemic glucocorticoid therapy (excluding topical and inhaled preparations) or have received such therapy within the prior 2 weeks
NCT05462756,Exclusion,"Are currently receiving any of the following insulin therapies anytime in the past 90 days: insulin mixtures insulin human, inhalation powder, or continuous subcutaneous insulin infusion therapy, or regular insulin U-500"
NCT02079805,Exclusion,"Receiving or requiring any of the following at the time of informed consent: Insulin, glucagon-like peptide-1 (GLP-1) receptor agonists, or other parenteral hypoglycemic agents Combination therapy with 3 or more oral hypoglycemic agents"
NCT00527735,Exclusion,"Prior systemic therapy for lung cancer.
Prior radiation therapy or locoregional surgeries performed later than at least 3 weeks prior to randomization date were allowed. Grade 2 peripheral neuropathy (motor or sensory)"
NCT04541706,Inclusion,"Adequate hematologic and renal function as defined as: Absolute neutrophil count (ANC) ≥1,000/mm3; Platelets ≥50,000/mm3; Hemoglobin ≥8 g/dL; Estimated creatinine clearance ≥30 mL/min as calculated using the method standard for the institution."
NCT04541706,Inclusion,"Adequate liver function, including: Total serum bilirubin ≤1.5 × upper limit of normal (ULN); Aspartate aminotransferase (AST) and alanine aminotransferase (ALT) ≤2.5 × ULN (≤5.0 × ULN in case of liver metastases)."
NCT04541706,Inclusion,"Adequate pancreatic function, including: Serum total amylase ≤1.5 × ULN.* Serum lipase <1.5 × ULN.
*if total amylase >1.5 × ULN, but pancreatic amylase is within the ULN, the participant may be enrolled."
NCT02451930,Inclusion,The participant has Stage IV NSCLC. Part A: NSCLC Stage IV (any type) Part B: NSCLC Stage IV (squamous and nonsquamous) Part C: NSCLC Stage IV in Japanese participants (squamous and nonsquamous)
NCT03023423,Exclusion,"Received any of the following prescribed medications or therapies in the past: Anti-cluster of differentiation(CD)38 therapy, including daratumumab CD137 agonists, immune checkpoint inhibitors including but not limited to CTLA-4, anti-PD-1, and anti-PD-L1 therapies"
NCT02395172,Exclusion,"All participants with brain metastases, except those meeting the following criteria: Brain metastases have been treated locally, and No ongoing neurological symptoms that are related to the brain localization of the disease"
NCT03909971,Inclusion,"Subject should have: (in Cohort 1) Disease progression after crizotinib as the only ALK inhibitor; (in Cohort 2) Disease progression after one ALK inhibitor other than crizotinib, with or without prior crizotinib."
NCT05380388,Exclusion,Finding on safety laboratory values as defined below: Abnormal ALT [>upper normal range] Abnormal serum creatinine [>upper normal range] Clinically significant abnormalities in corrected calcium and magnesium blood levels Haemoglobin < 11 g/dL
NCT02573857,Inclusion,"Normal vital signs after 5 minutes resting in supine position: 90 mmHg < systolic blood pressure (SBP) <140 mmHg, 50 mmHg < diastolic blood pressure (DBP) <90 mmHg, 40 bpm< heart rate (HR) <100 bpm."
NCT02511054,Exclusion,"Psychiatric condition that precludes compliance with the protocol including but not limited to: Psychosis within the past 3 years Ongoing risk for suicide, or history of suicide attempt or gesture within the past 3 years"
NCT02783833,Exclusion,Subject positive for any of the following Anti-human immunodeficiency virus 1 or 2 antibodies (anti-HIV1 or anti-HIV2 Ab) (ELISA) Hepatitis B surface antigen (HBsAg) Anti-hepatitis B core antibodies (anti-HBcAb) Anti-hepatitis C antibodies (anti-HCV)
NCT02783820,Exclusion,Subject positive for any of the following Anti-human immunodeficiency virus 1 or 2 antibodies (anti-HIV1 or anti-HIV2 Ab) (ELISA) Hepatitis B surface antigen (HBsAg) Anti-hepatitis B core antibodies (anti-HBcAb) Anti-hepatitis C antibodies (anti-HCV)
NCT03083847,Exclusion,"Psychiatric condition that precludes compliance with the protocol including but not limited to: Psychosis within the past 3 years Ongoing risk for suicide, or history of suicide attempt or gesture within the past 3 years"
NCT05287893,Inclusion,"Vital signs at screening (measured after 5 min in the supine position): Systolic blood pressure (SBP) - 90-140 mmHg, Diastolic blood pressure (DBP) - 40-90 mmHg, Heart rate (HR) 40-100 bpm."
NCT00500331,Exclusion,Diabetic Medication Has taken insulin or any oral or injectable anti-diabetic medication ≥4 weeks at any time prior to screening. Has taken insulin or any oral or injectable anti-diabetic medication within 3 months of screening.
NCT03202563,Exclusion,Patients with a history of hypersensitivity reactions to the drugs below Gemigliptin or drugs belonging to dipeptidyl-peptidase4(DPP4) inhibitors Dapagliflozin or drugs belonging to Sodium/glucose co transport-2(SGLT-2) inhibitor Metformin or drugs belonging to biguanides
NCT03214380,Inclusion,Participants may be treated with up to 3 of the following oral antihyperglycemic medications (OAMs) in accordance with local regulations: Metformin Dipeptidyl peptidase-4 (DPP-4) inhibitor Sodium glucose cotransporter 2 (SGLT2) inhibitor Sulfonylurea Meglitinide Alpha-glucoside inhibitor
NCT00196989,Exclusion,History of cancer except for the following: Basal cell carcinoma or superficial squamous cell carcinoma treated by local excision. Cervical cancer in situ treated definitively more than 6 months prior to screening.
NCT06010004,Exclusion,"Have had any of the following cardiovascular (CV) conditions within 60 days prior to screening, or between screening and randomization. acute myocardial infarction cerebrovascular accident (stroke), or hospitalization for congestive heart failure"
NCT06152042,Inclusion,Fasting or stimulated C-peptide Concentration at Screening as follows: C-peptide concentration ≥0.2 nmol/L if diagnosed within 3 years prior to screening. C-peptide concentration ≥0.08 nmol/L if diagnosed between 3 and 15 years prior to screening.
NCT02183324,Inclusion,Glycosylated haemoglobin A1 (HbA1c) <= 8.5% at screening for patients treated with diet and/or exercise and/or one oral hypoglycaemic agent or <= 8.0% at screening for patients treated with two oral hypoglycaemic agents
NCT00521742,Exclusion,"Any of the following: myocardial infarction coronary angioplasty or bypass graft unstable angina pectoris transient ischemic attacks documented cerebrovascular accident.
9. Abdominal, thoracic, or vascular surgery during the 3 months prior to Visit 1."
NCT05238142,Inclusion,Is willing to take one of the following insulins and can financially support the use of insulin preparations as required by the study: Humalog (insulin lispro injection) NovoLog/NovoRapid (insulin aspart injection) Admelog (insulin lispro injection)
NCT05238142,Exclusion,"Has a history of 2 or more episodes of severe hypoglycemia, which resulted in any the following during the 6 months prior to screening: Medical assistance (i.e., Paramedics, Emergency Room [ER] or Hospitalization) Coma Seizures"
NCT02332824,Exclusion,"The participant has any of the cardiovascular diseases listed below: Cardiac diseases: angina pectoris, arrhythmia, and congested heart failure that requires medication Vascular diseases: arteriosclerosis obliterans with symptoms (e.g., intermittent claudication)"
NCT05816759,Inclusion,"Those who meet the criteria of anthropometric data Man: Body weight ≥ 50 kg, Body mass index 18 to 30 kg/m2 Woman: Body weight ≥ 45 kg, Body mass index 18 to 30 kg/m2"
NCT01524770,Inclusion,The method may be one of the following: condom with spermicidal agent male participant sterilization true abstinence (which is in line with the participant's usual lifestyle choice; withdrawal or calendar methods are not considered acceptable)
NCT02183415,Inclusion,Glycosylated haemoglobin A1 (HbA1c) ≤ 8.5 % at screening for patients treated with diet and exercise and/or one oral hypoglycaemic agent or ≤ 8.0 % at screening for patients treated with two oral hypoglycaemic agents
NCT04150107,Inclusion,T1D subjects must have: A documented history of type 1 diabetes for at least 6 months Should be on an MDI regimen C peptide levels of ˂ 0.7 ng/mL HbA1C ≥ 6.5% to ≤10%
NCT03368807,Exclusion,Currently undergoing systemic treatment with: Immunosuppressive medication Chronic (lasting longer than 2 weeks) systemic glucocorticoid therapy (excluding topical and inhaled preparations) or have received such therapy within the prior 2 weeks
NCT00385697,Inclusion,"One positive result on testing for any of the following antibodies: islet-cell autoantibodies (ICA512/IA-2), glutamic acid decarboxylase autoantibodies, or insulin autoantibodies (if present during first 2 weeks, but not beyond 2 weeks, of insulin treatment)"
NCT00385697,Inclusion,Subject must be in one of the following age groups: Age 18-35 years Age 12-17 years pending approval by Data Monitoring Committee Age 8-11 years pending approval by Data Monitoring Committee
NCT04285983,Inclusion,"Ccr (mL/min): < 30 In patients with end-stage renal disease, this product may be administered irrespective of the time of hemodialysis. Estimated values corresponding to the Ccr (for persons aged 60 years weighing 65 kg)"
NCT00995345,Exclusion,"Presence of any of the following conditions: Significant renal impairment (glomerular filtration rate less than 60 mL/min); Diabetic gastroparesis; Active liver disease (other than asymptomatic nonalcoholic fatty liver disease), cirrhosis, or symptomatic gallbladder disease;"
NCT02451930,Inclusion,The participant has Stage IV NSCLC. Part A: NSCLC Stage IV (any type) Part B: NSCLC Stage IV (squamous and nonsquamous) Part C: NSCLC Stage IV in Japanese participants (squamous and nonsquamous)
NCT02395172,Exclusion,"All participants with brain metastases, except those meeting the following criteria: Brain metastases have been treated locally, and No ongoing neurological symptoms that are related to the brain localization of the disease"
NCT03743064,Exclusion,"Patient with cachexia caused by other reasons, as determined by the investigator such as: Severe COPD requiring use of home O2, New York Heart Association (NYHA) class III-IV heart failure AIDS Uncontrolled thyroid disease"
NCT03909971,Inclusion,"Subject should have: (in Cohort 1) Disease progression after crizotinib as the only ALK inhibitor; (in Cohort 2) Disease progression after one ALK inhibitor other than crizotinib, with or without prior crizotinib."
NCT02573857,Inclusion,"Normal vital signs after 5 minutes resting in supine position: 90 mmHg < systolic blood pressure (SBP) <140 mmHg, 50 mmHg < diastolic blood pressure (DBP) <90 mmHg, 40 bpm< heart rate (HR) <100 bpm."
NCT02511054,Exclusion,"Psychiatric condition that precludes compliance with the protocol including but not limited to: Psychosis within the past 3 years Ongoing risk for suicide, or history of suicide attempt or gesture within the past 3 years"
NCT02783833,Exclusion,Subject positive for any of the following Anti-human immunodeficiency virus 1 or 2 antibodies (anti-HIV1 or anti-HIV2 Ab) (ELISA) Hepatitis B surface antigen (HBsAg) Anti-hepatitis B core antibodies (anti-HBcAb) Anti-hepatitis C antibodies (anti-HCV)
NCT04300309,Exclusion,"HIV status : in Cohort 1, patient's or patient's mother's current treatment with ARV in Cohort 2, mother's known HIV positive status at patient's birth or mother's current treatment with ARV"
NCT04300309,Exclusion,"Presence of any clinically significant neurological condition: any episode of convulsion during the present illness (in keeping with the IMCI list of general danger signs) known neurological disorders (e.g.
chronic seizure disorders, cerebral palsy)"
NCT02783820,Exclusion,Subject positive for any of the following Anti-human immunodeficiency virus 1 or 2 antibodies (anti-HIV1 or anti-HIV2 Ab) (ELISA) Hepatitis B surface antigen (HBsAg) Anti-hepatitis B core antibodies (anti-HBcAb) Anti-hepatitis C antibodies (anti-HCV)
NCT03083847,Exclusion,"Psychiatric condition that precludes compliance with the protocol including but not limited to: Psychosis within the past 3 years Ongoing risk for suicide, or history of suicide attempt or gesture within the past 3 years"
NCT02639299,Exclusion,"Psychiatric condition that precludes compliance with the protocol including but not limited to: Psychosis within the past 3 years Ongoing risk for suicide, or history of suicide attempt or gesture within the past 3 years"
NCT05287893,Inclusion,"Vital signs at screening (measured after 5 min in the supine position): Systolic blood pressure (SBP) - 90-140 mmHg, Diastolic blood pressure (DBP) - 40-90 mmHg, Heart rate (HR) 40-100 bpm."
NCT02223065,Inclusion,Signed Informed Consent Form Signed written informed consent must be obtained from the subjects in accordance with requirements of the study center's IRB or IEC before the initiation of any protocol-required procedures.
NCT02223065,Inclusion,"Target Population Healthy subjects as determined by no clinically significant deviation from normal in medical history, psychiatric history, physical examination findings, vital sign measurements, 12-lead ECG measurements, physical measurements, and clinical laboratory test results."
NCT02223065,Inclusion,"Other Exclusion Criteria Prisoners or subjects who are involuntarily incarcerated. Subjects who are compulsorily detained for treatment of either a psychiatric or physical (eg, infectious disease) illness. Inability to comply with restrictions and prohibited activities/treatments"
NCT04573920,Inclusion,"For patients enrolling in DKD Cohort: Diagnosis of type 2 diabetes mellitus UACR ≥ 0.5 g/g Screening eGFR ≥ 45 mL/min/1.73
m2 Receiving a stable dose of SGLT2 inhibitor for at least 12 weeks"
NCT03555994,Exclusion,Poorly controlled hypertension defined as: Systolic blood pressure (BP) > 180 mm Hg Diastolic BP > 105 mm Hg After 10 minutes of supine rest and confirmed by repeated measurement at screening.
NCT05369065,Exclusion,Currently taking the following medications within 90 days prior to screening and/or there is a need or anticipated need for these medications during the study: Systemic Corticosteroids Anticonvulsants Centrally acting sympatholytics
NCT01499082,Inclusion,Substudy inclusion criteria: Completion of the 6-month study period in main study (Visit 10) Randomized and treated with insulin glargine new formulation during the 6-month treatment period (Baseline - month 6)
NCT02485327,Inclusion,Normal vital signs after at least 10 minutes resting in supine position: 95 mmHg <systolic blood pressure (SBP) <150 mmHg. 45 mmHg <diastolic blood pressure (DBP) <95 mmHg. 50 bpm <heart rate (HR) <90 bpm.
